Colonne1;T0 vs T6L S;T0 vs T6L R;T0 vs T6D S;T0 vs T6D R;T6L vs T6D S;T6L vs T6D R
RC0G0069100;0;0;0;0;0;0
RC0G0069200;0;0;0;0;0;0
RC0G0069300;0;0;0;0;0;0
RC0G0069400;0;0;0;0;0;0
RC0G0069500;0;0;0;0;0;0
RC0G0069600;0;0;0;0;0;0
RC0G0069700;0;0;0;0;0;0
RC0G0069800;0;0;0;0;0;0
RC0G0069900;0;0;0;0;0;0
RC0G0070000;0;0;0;0;0;0
RC0G0070100;0;0;0;0;0;0
RC0G0070200;1;0;1;0;0;0
RC0G0070300;0;0;0;1;0;0
RC0G0070400;0;0;0;0;0;0
RC0G0070500;0;0;0;1;0;0
RC0G0070600;0;0;0;0;0;0
RC0G0070700;0;0;0;0;0;0
RC0G0070800;0;0;0;0;0;0
RC0G0070900;0;0;0;0;0;0
RC0G0071000;0;0;0;0;0;0
RC0G0071100;0;0;0;0;0;0
RC0G0071200;0;0;0;0;0;0
RC0G0071300;0;0;0;0;0;0
RC0G0071400;0;0;0;0;0;0
RC0G0071500;0;0;0;0;0;0
RC0G0071600;0;0;0;0;0;0
RC0G0071700;0;0;0;0;0;0
RC0G0071800;0;0;0;0;0;0
RC0G0071900;0;0;0;0;0;0
RC0G0072000;0;0;0;0;0;0
RC0G0072100;0;0;0;0;0;0
RC0G0072200;0;0;0;0;0;0
RC0G0072300;0;0;0;0;0;0
RC0G0072400;0;0;0;0;0;0
RC0G0072500;0;0;0;0;0;0
RC0G0072600;0;0;0;0;0;0
RC0G0072700;0;0;0;0;0;0
RC0G0072800;0;0;0;0;0;0
RC0G0072900;0;0;0;0;0;0
RC0G0073000;0;0;0;0;0;0
RC0G0073100;0;0;0;0;0;0
RC0G0073200;0;0;0;0;0;0
RC0G0073300;0;0;0;0;0;0
RC0G0073400;0;0;0;0;0;0
RC0G0073500;0;0;0;0;0;0
RC0G0073600;0;0;0;0;0;0
RC0G0073700;0;0;0;0;0;0
RC0G0073800;0;0;0;0;0;0
RC0G0073900;0;0;0;0;0;0
RC0G0074000;0;0;0;0;0;0
RC0G0074100;0;0;0;0;0;0
RC0G0074200;0;0;0;0;0;0
RC0G0074300;0;0;0;0;0;0
RC0G0074400;0;0;0;0;0;0
RC0G0074500;0;0;0;0;0;0
RC0G0074600;0;0;0;0;0;0
RC0G0074700;0;0;0;0;0;0
RC0G0074800;0;0;0;0;0;0
RC0G0074900;0;0;0;0;0;0
RC0G0075000;0;0;0;0;0;0
RC0G0075100;0;0;0;0;0;0
RC0G0075200;0;0;0;0;0;0
RC0G0075300;0;0;1;0;0;0
RC0G0075400;0;0;0;0;0;0
RC0G0075500;0;0;0;0;0;0
RC0G0075600;0;0;0;0;0;0
RC0G0075700;0;0;0;0;0;0
RC0G0075800;0;0;0;1;0;0
RC0G0075900;0;1;0;1;0;0
RC0G0076000;0;0;0;0;0;0
RC0G0076100;0;0;0;0;0;0
RC0G0076200;0;0;0;0;0;0
RC0G0076300;0;0;0;0;0;0
RC0G0076400;0;0;0;0;0;0
RC0G0076500;0;0;0;1;0;0
RC0G0076600;0;0;0;0;0;0
RC0G0076700;0;0;0;0;0;0
RC0G0076800;0;0;0;0;0;0
RC0G0076900;0;0;0;0;0;0
RC0G0077000;0;0;0;0;0;0
RC0G0077100;0;0;0;0;0;0
RC0G0077200;0;0;0;1;0;0
RC0G0077300;0;1;0;1;0;0
RC0G0077400;0;1;0;1;0;0
RC0G0077500;0;1;0;1;0;0
RC0G0077600;0;0;0;1;0;0
RC0G0077700;0;0;0;0;0;0
RC0G0077800;0;0;0;0;0;0
RC0G0077900;0;1;0;1;0;0
RC0G0078000;0;0;0;0;0;0
RC0G0078100;0;0;0;0;0;0
RC0G0078200;0;0;0;0;0;0
RC0G0078300;0;0;0;0;0;0
RC0G0078400;0;0;0;0;0;0
RC0G0078500;0;0;0;0;0;0
RC0G0078600;0;0;0;0;0;0
RC0G0078700;0;0;0;0;0;0
RC0G0078800;1;0;1;0;0;0
RC0G0078900;0;0;0;0;0;0
RC0G0079000;0;0;0;0;0;0
RC0G0079100;0;0;0;0;0;0
RC0G0079200;0;0;0;0;0;0
RC0G0079300;0;0;0;0;0;0
RC0G0079400;0;0;0;0;0;0
RC0G0079500;0;0;0;0;0;0
RC0G0079600;0;0;0;0;0;0
RC0G0079700;0;0;0;0;0;0
RC0G0079800;0;0;0;0;0;0
RC0G0079900;0;0;0;0;0;0
RC0G0080000;0;0;0;0;0;0
RC0G0080100;0;0;0;0;0;0
RC0G0080200;0;0;0;0;0;0
RC0G0080300;0;0;0;0;0;0
RC0G0080400;0;0;0;0;0;0
RC0G0080500;0;0;0;0;0;0
RC0G0080600;0;0;0;0;0;0
RC0G0080700;0;0;0;0;0;0
RC0G0080800;0;0;0;0;0;0
RC0G0080900;0;0;0;0;0;0
RC0G0081000;0;0;0;0;0;0
RC0G0081100;0;0;0;0;0;0
RC0G0081200;0;0;0;0;0;0
RC0G0081300;0;0;0;0;0;0
RC0G0081400;0;0;0;0;0;0
RC0G0081500;0;0;0;0;0;0
RC0G0081600;0;0;0;0;0;0
RC0G0081700;0;0;0;0;0;0
RC0G0081800;0;0;0;0;0;0
RC0G0081900;0;0;0;0;0;0
RC0G0082000;0;0;0;0;0;0
RC0G0082100;0;0;0;0;0;0
RC0G0082200;0;0;0;0;0;0
RC0G0082300;0;0;0;0;0;0
RC0G0082400;0;0;0;0;0;0
RC0G0082500;0;0;0;0;0;0
RC0G0082600;1;0;1;0;0;0
RC0G0082700;0;0;0;0;0;0
RC0G0082800;0;0;0;0;0;0
RC0G0082900;0;0;0;0;0;0
RC0G0083000;0;0;0;0;0;0
RC0G0083100;0;0;0;0;0;0
RC0G0083200;0;0;0;0;0;0
RC0G0083300;0;0;0;0;0;0
RC0G0083400;0;0;0;0;0;0
RC0G0083500;0;0;0;0;0;0
RC0G0083600;0;0;0;0;0;0
RC0G0083700;0;0;0;0;0;0
RC0G0083800;1;0;1;0;0;0
RC0G0083900;0;0;0;0;0;0
RC0G0084000;0;0;0;0;0;0
RC0G0084100;0;0;0;0;0;0
RC0G0084200;0;0;0;0;0;0
RC0G0084300;0;0;0;0;0;0
RC0G0084400;1;0;0;0;0;0
RC0G0084500;0;1;0;1;0;1
RC0G0084600;0;0;0;0;0;0
RC0G0084700;0;0;0;0;0;0
RC0G0084800;0;0;0;0;0;0
RC0G0084900;0;0;0;0;0;0
RC0G0085000;0;0;0;0;0;0
RC0G0085100;0;0;0;0;0;0
RC0G0085200;0;0;0;0;0;0
RC0G0085300;0;0;0;0;0;0
RC0G0085400;0;0;0;0;0;0
RC0G0085500;0;0;0;0;0;0
RC0G0085600;1;0;1;0;0;0
RC0G0085700;0;0;1;0;0;0
RC0G0085800;0;0;0;0;0;0
RC0G0085900;0;0;0;0;0;0
RC0G0086000;0;0;0;0;0;0
RC0G0086100;0;0;0;0;0;0
RC0G0086200;0;0;0;0;0;0
RC0G0086300;0;0;0;0;0;0
RC0G0086400;0;0;0;0;0;0
RC0G0086500;0;0;0;0;0;0
RC0G0086600;0;0;0;0;0;0
RC0G0086700;0;0;0;0;0;0
RC0G0086800;0;0;0;0;0;0
RC0G0086900;0;0;0;0;0;0
RC0G0087000;0;0;0;0;0;0
RC0G0087100;0;0;0;0;0;0
RC0G0087200;0;0;0;0;0;0
RC0G0087300;0;0;0;0;0;0
RC0G0087400;0;0;0;0;0;0
RC0G0087500;0;0;0;0;0;0
RC0G0087600;0;0;0;0;0;0
RC0G0087700;0;0;0;0;0;0
RC0G0087800;0;0;0;0;0;0
RC0G0087900;0;0;0;0;0;0
RC0G0088000;0;0;0;0;0;0
RC0G0088100;0;0;0;0;0;0
RC0G0088200;0;0;1;0;0;0
RC0G0088300;0;0;1;0;0;0
RC0G0088400;0;0;0;0;0;0
RC0G0088500;0;0;0;0;0;0
RC0G0088600;0;0;0;0;0;0
RC0G0088700;0;0;0;0;0;0
RC0G0088800;0;0;1;0;0;0
RC0G0088900;0;0;0;0;0;0
RC0G0089000;0;0;0;0;0;0
RC0G0089100;0;0;0;0;0;0
RC0G0089200;0;0;0;0;0;0
RC0G0089300;0;0;0;0;0;0
RC0G0089400;0;0;1;0;0;0
RC0G0089500;0;0;0;0;0;0
RC0G0089600;0;0;0;0;0;0
RC0G0089700;0;0;0;0;0;0
RC0G0089800;0;0;0;0;0;0
RC0G0089900;0;0;0;0;0;0
RC0G0090000;0;0;0;0;0;0
RC0G0090100;0;0;0;0;0;0
RC0G0090200;0;0;1;0;0;0
RC0G0090300;0;0;0;0;0;0
RC0G0090400;0;0;0;0;0;0
RC0G0090500;0;0;0;0;0;0
RC0G0090600;0;0;0;0;0;0
RC0G0090700;0;0;0;0;0;0
RC0G0090800;0;0;0;0;0;0
RC0G0090900;0;0;0;0;0;0
RC0G0091000;0;0;0;0;0;0
RC0G0091100;0;0;0;0;0;0
RC0G0091200;0;0;0;0;0;0
RC0G0091300;0;0;0;0;0;0
RC0G0091400;1;0;0;0;0;0
RC0G0091500;0;0;0;0;0;0
RC0G0091600;0;0;0;0;0;0
RC0G0091700;0;0;0;0;0;0
RC0G0091800;0;0;0;0;0;0
RC0G0091900;0;0;0;0;0;0
RC0G0092000;1;0;0;0;0;0
RC0G0092100;0;0;0;0;0;0
RC0G0092200;0;0;0;0;0;0
RC0G0092300;0;0;0;0;0;0
RC0G0092400;0;0;0;0;0;0
RC0G0092500;0;0;0;0;0;0
RC0G0092600;0;0;0;0;0;0
RC0G0092700;0;0;0;0;0;0
RC0G0092800;0;0;0;0;0;0
RC0G0092900;1;0;0;0;0;0
RC0G0093000;0;0;0;0;0;0
RC0G0093100;0;0;0;0;0;0
RC0G0093200;0;0;0;0;0;0
RC0G0093300;0;0;0;0;0;0
RC0G0093400;0;0;0;0;0;0
RC0G0093500;0;0;0;0;0;0
RC0G0093600;0;0;0;0;0;0
RC0G0093700;0;0;0;0;0;0
RC0G0093800;0;0;0;0;0;0
RC0G0093900;0;0;0;0;0;0
RC0G0094000;0;0;0;0;0;0
RC0G0094100;0;0;0;0;0;0
RC0G0094200;0;0;0;0;0;0
RC0G0094300;0;0;0;0;0;0
RC0G0094400;0;0;0;0;0;0
RC0G0094500;0;0;0;0;0;0
RC0G0094600;0;0;0;0;0;0
RC0G0094700;0;0;0;0;0;0
RC0G0094800;0;0;0;0;0;0
RC0G0094900;0;0;0;1;0;0
RC0G0095000;0;0;0;0;0;0
RC0G0095100;0;0;0;0;0;0
RC0G0095200;0;0;0;0;0;0
RC0G0095300;0;0;0;0;0;0
RC0G0095400;0;0;0;0;0;0
RC0G0095500;0;0;0;0;0;0
RC0G0095600;0;0;0;0;0;0
RC0G0095700;0;0;0;0;0;0
RC0G0095800;0;0;0;0;0;0
RC0G0095900;0;0;0;0;0;0
RC0G0096000;0;0;0;0;0;0
RC0G0096100;0;0;0;0;0;0
RC0G0096200;0;0;0;0;0;0
RC0G0096300;0;0;0;0;0;0
RC0G0096400;0;0;0;0;0;0
RC0G0096500;0;0;0;0;0;0
RC0G0096600;0;0;0;0;0;0
RC0G0096700;0;0;0;0;0;0
RC0G0096800;0;0;0;0;0;0
RC0G0096900;0;0;0;0;0;0
RC0G0097000;0;0;0;0;0;0
RC0G0097100;0;0;0;0;0;0
RC0G0097200;0;0;0;0;0;0
RC0G0097300;0;0;0;0;0;0
RC0G0097400;0;0;0;0;0;0
RC0G0097500;0;0;0;0;0;0
RC0G0097600;0;0;0;0;0;0
RC0G0097700;0;0;0;0;0;0
RC0G0097800;0;0;0;0;0;0
RC0G0097900;0;0;0;0;0;0
RC0G0098000;0;0;0;0;0;0
RC0G0098100;0;0;0;0;0;0
RC0G0098200;0;0;0;0;0;0
RC0G0098300;0;0;0;0;0;0
RC0G0098400;0;0;0;0;0;0
RC0G0098500;0;0;0;0;0;0
RC0G0098600;0;0;0;0;0;0
RC0G0098700;0;0;0;0;0;0
RC0G0098800;0;0;0;0;0;0
RC0G0098900;0;0;0;0;0;0
RC0G0099000;0;0;0;0;0;0
RC0G0099100;0;0;0;0;0;0
RC0G0099200;0;1;0;1;0;0
RC0G0099300;0;0;0;0;0;0
RC0G0099400;0;0;0;0;0;0
RC0G0099500;0;0;0;0;0;0
RC0G0099600;0;0;1;0;0;0
RC0G0099700;0;0;0;0;0;0
RC0G0099800;0;0;1;0;0;0
RC0G0099900;1;0;1;0;0;0
RC0G0100000;0;0;1;0;1;0
RC0G0100100;1;0;1;0;0;0
RC0G0100200;0;0;0;0;0;0
RC0G0100300;1;0;1;0;0;0
RC0G0100400;0;0;0;0;0;0
RC0G0100500;0;0;1;0;0;0
RC0G0100600;0;0;0;0;0;0
RC0G0100700;0;0;0;0;0;0
RC0G0100800;0;0;0;0;0;0
RC0G0100900;0;1;0;0;1;0
RC0G0101000;0;0;0;0;0;0
RC0G0101100;1;0;0;0;0;0
RC0G0101200;0;0;0;0;0;0
RC0G0101300;0;0;0;0;0;0
RC0G0101400;0;1;0;1;0;0
RC0G0101500;0;0;0;0;0;0
RC0G0101600;0;0;0;0;0;0
RC0G0101700;0;0;0;0;0;0
RC0G0101800;0;0;0;0;0;0
RC0G0101900;0;0;0;0;0;0
RC0G0102000;0;0;0;0;0;0
RC0G0102100;0;0;0;0;0;0
RC0G0102200;0;0;0;0;0;0
RC0G0102300;0;0;0;0;0;0
RC0G0102400;0;0;0;0;0;0
RC0G0102500;0;0;0;0;0;0
RC0G0102600;0;0;0;0;0;0
RC0G0102700;0;0;0;0;0;0
RC0G0102800;0;0;0;0;0;0
RC0G0102900;0;0;0;0;0;0
RC0G0103000;0;0;0;0;0;0
RC0G0103100;0;0;0;0;0;0
RC0G0103200;0;0;0;0;0;0
RC0G0103300;0;0;0;0;0;0
RC0G0103400;0;0;0;0;0;0
RC0G0103500;0;0;0;0;0;0
RC0G0103600;0;0;0;0;0;0
RC0G0103700;0;0;0;0;0;0
RC0G0103800;0;0;1;0;0;0
RC0G0103900;0;0;0;0;0;0
RC0G0104000;0;0;0;0;0;0
RC0G0104100;0;0;0;0;0;0
RC0G0104200;0;0;0;0;0;0
RC0G0104300;0;0;0;0;0;0
RC0G0104400;0;0;0;0;0;0
RC0G0104500;0;0;0;0;0;0
RC0G0104600;0;0;0;0;0;0
RC0G0104700;0;0;0;0;0;0
RC0G0104800;0;0;0;0;0;0
RC0G0104900;0;0;0;0;0;0
RC0G0105000;0;0;0;0;0;0
RC0G0105100;0;0;1;0;0;0
RC0G0105200;0;0;0;0;0;0
RC0G0105300;0;0;0;0;0;0
RC0G0105400;0;0;0;0;0;0
RC0G0105500;1;0;1;0;0;0
RC0G0105600;0;0;0;0;0;0
RC0G0105700;0;0;0;0;0;0
RC0G0105800;0;0;0;0;0;0
RC0G0105900;0;0;0;0;0;0
RC0G0106000;0;0;0;0;0;0
RC0G0106100;0;0;0;0;0;0
RC0G0106200;0;0;0;0;0;0
RC0G0106300;0;0;0;1;0;0
RC0G0106400;0;0;0;0;0;0
RC0G0106500;0;0;0;0;0;0
RC0G0106600;0;0;0;0;0;0
RC0G0106700;0;0;0;0;0;0
RC0G0106800;0;0;0;0;0;0
RC0G0106900;0;0;0;0;0;0
RC0G0107000;0;1;0;1;0;0
RC0G0107100;0;0;0;0;0;0
RC0G0107200;1;0;1;0;0;0
RC0G0107300;1;0;0;0;0;1
RC0G0107400;0;0;0;0;0;0
RC0G0107500;0;0;0;0;0;0
RC0G0107600;0;0;0;0;0;0
RC0G0107700;0;0;0;0;0;0
RC0G0107800;0;0;0;0;0;0
RC0G0107900;0;0;0;0;0;0
RC0G0108000;0;0;0;0;0;0
RC0G0108100;0;0;0;0;0;0
RC0G0108200;0;0;0;0;0;0
RC0G0108300;0;0;0;0;0;0
RC0G0108400;0;0;0;0;0;0
RC0G0108500;0;1;0;1;0;1
RC0G0108600;0;0;0;0;0;0
RC0G0108700;0;0;0;0;0;0
RC0G0108800;0;0;0;0;0;0
RC0G0108900;0;0;0;0;0;0
RC0G0109000;0;0;0;0;0;0
RC0G0109100;0;0;0;0;0;0
RC0G0109200;0;0;0;0;0;0
RC0G0109300;0;0;0;0;0;0
RC0G0109400;0;0;0;0;0;0
RC0G0109500;0;0;0;0;0;0
RC0G0109600;0;0;0;0;0;0
RC0G0109700;0;0;0;0;0;0
RC0G0109800;0;0;0;0;0;0
RC0G0109900;0;0;0;0;0;0
RC0G0110000;0;0;0;0;0;0
RC0G0110100;0;0;0;0;0;0
RC0G0110200;0;1;0;1;0;0
RC0G0110300;0;0;0;0;0;0
RC0G0110400;0;0;0;0;0;0
RC0G0110500;0;0;0;0;0;0
RC0G0110600;0;0;0;0;0;0
RC0G0110700;0;0;0;0;0;0
RC0G0110800;0;0;0;0;0;0
RC0G0110900;0;0;0;0;0;0
RC0G0111000;1;0;1;0;0;0
RC0G0111100;0;0;0;0;0;0
RC0G0111200;0;0;0;0;0;0
RC0G0111300;0;0;0;0;0;0
RC0G0111400;0;0;0;0;0;0
RC0G0111500;0;0;1;0;1;0
RC0G0111600;0;0;0;0;0;0
RC0G0111700;0;0;0;0;0;0
RC0G0111800;0;0;0;0;0;0
RC0G0111900;0;0;1;0;0;0
RC0G0112000;0;0;0;0;0;0
RC0G0112100;0;0;0;0;0;0
RC0G0112200;0;0;0;0;0;0
RC0G0112300;0;0;0;0;0;0
RC0G0112400;0;0;0;0;0;0
RC0G0112500;0;0;0;0;0;0
RC0G0112600;0;0;0;0;0;0
RC0G0112700;0;0;0;0;0;0
RC0G0112800;0;0;0;0;0;0
RC0G0112900;0;0;0;0;0;0
RC0G0113000;0;0;0;0;0;0
RC0G0113100;0;0;0;0;0;0
RC0G0113200;1;0;1;0;0;0
RC0G0113300;0;0;0;0;0;0
RC0G0113400;1;0;1;0;0;0
RC0G0113500;0;0;0;0;0;0
RC0G0113600;0;0;0;0;0;0
RC0G0113700;0;0;0;0;0;0
RC0G0113800;0;0;0;0;0;0
RC0G0113900;0;0;0;0;0;0
RC0G0114000;0;0;0;0;0;0
RC0G0114100;0;0;0;0;0;0
RC0G0114200;0;0;0;0;0;0
RC0G0114300;0;0;0;0;0;0
RC0G0114400;0;0;0;0;0;0
RC0G0114500;0;0;0;1;0;0
RC0G0114600;0;0;0;0;0;0
RC0G0114700;0;0;0;0;0;0
RC0G0114800;0;0;0;0;0;0
RC0G0114900;0;0;0;0;0;0
RC0G0115000;0;0;0;0;0;0
RC0G0115100;0;0;1;0;1;0
RC0G0115200;0;0;1;0;0;0
RC0G0115300;0;0;0;0;0;0
RC0G0115400;0;0;1;0;1;0
RC0G0115500;0;0;0;0;0;0
RC0G0115600;0;0;0;0;0;0
RC0G0115700;0;1;0;1;0;0
RC0G0115800;0;0;0;0;0;0
RC0G0115900;0;0;0;0;0;0
RC0G0116000;0;1;0;0;0;0
RC0G0116100;0;0;0;0;0;0
RC0G0116200;0;0;0;0;0;0
RC0G0116300;0;0;0;1;0;0
RC0G0116400;0;0;0;0;0;0
RC0G0116500;0;0;0;0;0;0
RC0G0116600;0;0;0;0;0;0
RC0G0116700;0;0;0;0;0;0
RC0G0116800;0;0;0;0;0;0
RC0G0116900;0;0;0;0;0;0
RC0G0117000;0;0;0;0;0;0
RC0G0117100;0;0;0;0;0;0
RC0G0117200;0;0;0;0;0;0
RC0G0117300;0;0;0;0;0;0
RC0G0117400;0;0;0;0;0;0
RC0G0117500;0;0;0;0;0;0
RC0G0117600;0;0;0;0;0;0
RC0G0117700;0;0;0;0;0;0
RC0G0117800;0;0;0;0;0;0
RC0G0117900;0;0;0;0;0;0
RC0G0118000;0;0;0;0;0;0
RC0G0118100;0;0;0;0;0;0
RC0G0118200;0;0;0;0;0;0
RC0G0118300;0;0;0;0;0;0
RC0G0118400;0;0;0;0;0;0
RC0G0118500;0;1;0;0;0;0
RC0G0118600;0;0;0;0;0;0
RC0G0118700;0;0;1;0;0;0
RC0G0118800;0;0;0;0;0;0
RC0G0118900;0;0;0;0;0;0
RC0G0119000;0;0;0;0;0;0
RC0G0119100;0;0;0;0;0;0
RC0G0119200;0;0;0;0;0;0
RC0G0119300;0;0;0;0;0;0
RC0G0119400;0;0;0;0;0;0
RC0G0119500;0;0;0;1;0;0
RC0G0119600;0;0;0;0;0;0
RC0G0119700;0;0;0;0;0;0
RC0G0119800;0;0;0;0;0;0
RC0G0119900;0;0;0;0;0;0
RC0G0120000;0;0;0;0;0;0
RC0G0120100;0;0;0;0;0;0
RC0G0120200;0;0;0;0;0;0
RC0G0120300;0;0;1;0;0;0
RC0G0120400;0;0;0;0;0;0
RC0G0120500;0;0;0;0;0;0
RC0G0120600;0;0;0;0;0;0
RC0G0120700;0;0;0;0;0;0
RC0G0120800;0;0;0;0;0;0
RC0G0120900;0;0;0;0;0;0
RC0G0121000;0;0;0;0;0;0
RC0G0121100;0;0;0;0;0;0
RC0G0121200;0;0;0;0;0;0
RC0G0121300;0;0;0;0;0;0
RC0G0121400;0;0;0;0;0;0
RC0G0121500;0;0;0;0;0;0
RC0G0121600;0;0;0;0;0;0
RC0G0121700;0;0;0;0;0;0
RC0G0121800;0;0;0;0;0;0
RC0G0121900;0;0;0;0;0;0
RC0G0122000;0;0;0;0;0;0
RC0G0122100;0;0;0;0;0;0
RC0G0122200;0;0;0;0;0;0
RC0G0122300;0;0;0;0;0;0
RC0G0122400;0;0;0;0;0;0
RC0G0122500;0;0;0;0;0;0
RC0G0122600;0;0;0;0;0;0
RC0G0122700;0;0;0;0;0;0
RC0G0122800;0;0;0;1;0;0
RC0G0122900;0;0;0;0;0;0
RC0G0123000;0;0;0;0;0;0
RC0G0123100;0;0;0;0;0;0
RC0G0123200;0;0;0;0;0;0
RC0G0123300;0;0;0;0;0;0
RC0G0123400;0;0;0;0;0;0
RC0G0123500;0;0;0;0;0;0
RC0G0123600;0;0;0;0;0;0
RC0G0123700;0;0;0;0;0;0
RC0G0123800;0;0;0;0;0;0
RC0G0123900;0;0;0;0;0;0
RC0G0124000;0;0;0;0;0;0
RC0G0124100;0;0;0;0;0;0
RC0G0124200;0;0;0;0;0;0
RC0G0124300;0;0;0;0;0;0
RC0G0124400;0;0;0;0;0;0
RC0G0124500;0;0;0;0;0;0
RC0G0124600;0;0;0;0;0;0
RC0G0124700;0;0;0;0;0;0
RC0G0124800;0;0;0;0;0;0
RC0G0124900;0;0;0;0;0;0
RC0G0125000;0;0;0;0;0;0
RC0G0125100;0;0;0;0;0;0
RC0G0125200;0;0;0;0;0;0
RC0G0125300;0;0;0;0;0;0
RC0G0125400;0;0;0;0;0;0
RC0G0125500;0;1;0;0;0;0
RC0G0125600;0;0;0;0;0;0
RC0G0125700;0;0;0;1;0;0
RC0G0125800;0;0;0;0;0;0
RC0G0125900;0;0;0;0;0;0
RC0G0126000;0;0;0;0;0;0
RC0G0126100;0;0;0;0;0;0
RC0G0126200;0;0;0;0;0;0
RC0G0126300;0;0;0;0;0;0
RC0G0126400;0;0;0;0;0;0
RC0G0126500;0;0;0;0;0;0
RC0G0126600;0;0;0;0;0;0
RC0G0126700;0;0;0;0;0;0
RC0G0126800;0;0;0;0;0;0
RC0G0126900;0;0;0;0;0;0
RC0G0127000;0;0;0;0;0;0
RC0G0127100;0;0;0;0;0;0
RC0G0127200;0;0;0;0;0;0
RC0G0127300;0;0;0;0;0;0
RC0G0127400;0;0;0;0;0;0
RC0G0127500;0;0;0;0;0;0
RC0G0127600;0;0;0;0;0;0
RC0G0127700;0;0;0;0;0;0
RC0G0127800;0;0;0;0;0;0
RC0G0127900;0;0;0;0;0;0
RC0G0128000;1;0;0;0;0;0
RC0G0128100;0;0;0;0;0;0
RC0G0128200;0;0;0;0;0;0
RC0G0128300;0;0;0;0;0;0
RC0G0128400;0;1;0;1;0;0
RC0G0128500;0;0;0;0;0;0
RC0G0128600;0;0;0;0;0;0
RC0G0128700;0;0;0;0;0;0
RC0G0128800;0;0;0;0;0;0
RC0G0128900;0;0;1;0;1;0
RC0G0129000;0;0;0;0;0;0
RC0G0129100;0;0;0;0;0;0
RC0G0129200;0;0;0;0;0;0
RC0G0129300;0;0;0;0;0;0
RC0G0129400;0;0;0;0;0;0
RC0G0129500;0;0;0;0;0;0
RC0G0129600;0;0;0;0;0;0
RC0G0129700;0;0;0;0;0;0
RC0G0129800;0;0;0;0;0;0
RC0G0129900;0;0;0;0;0;0
RC0G0130000;0;0;0;0;0;0
RC0G0130100;0;1;0;0;0;0
RC0G0130200;0;0;0;0;0;0
RC0G0130300;0;0;0;0;0;0
RC0G0130400;0;0;0;0;0;0
RC0G0130500;0;0;0;0;0;0
RC0G0130600;0;0;0;0;0;0
RC0G0130700;0;0;0;0;0;0
RC0G0130800;0;0;0;0;0;1
RC0G0130900;0;0;0;0;0;0
RC0G0131000;0;0;0;0;0;0
RC0G0131100;0;0;0;0;0;0
RC0G0131200;0;0;0;0;0;0
RC0G0131300;0;0;0;0;0;0
RC0G0131400;0;0;0;0;0;0
RC0G0131500;0;0;0;0;0;0
RC0G0131600;0;0;1;0;0;0
RC0G0131700;0;0;0;0;0;0
RC0G0131800;0;0;0;0;0;0
RC0G0131900;0;0;0;0;0;0
RC0G0132000;0;0;0;0;0;0
RC0G0132100;0;0;1;0;0;0
RC0G0132200;0;0;0;0;0;0
RC0G0132300;0;0;0;0;0;0
RC0G0132400;0;0;0;0;0;0
RC0G0132500;0;0;0;0;0;0
RC0G0132600;0;0;0;0;0;1
RC0G0132700;0;0;0;0;0;0
RC0G0132800;0;0;0;0;0;0
RC0G0132900;0;0;0;0;0;0
RC0G0133000;0;0;0;0;0;0
RC0G0133100;0;0;0;0;0;0
RC0G0133200;0;0;0;0;0;0
RC0G0133300;0;0;0;0;0;0
RC0G0133400;0;0;0;0;0;0
RC0G0133500;0;0;0;0;0;0
RC0G0133600;0;0;0;0;0;0
RC0G0133700;0;0;0;0;0;0
RC0G0133800;0;0;0;0;0;0
RC0G0133900;0;0;0;0;0;0
RC0G0134000;0;0;0;0;0;0
RC0G0134100;0;0;0;0;0;0
RC0G0134200;0;0;0;0;0;0
RC0G0134300;0;0;0;0;0;0
RC0G0134400;0;0;0;0;0;1
RC0G0134500;0;0;0;1;0;1
RC0G0134600;0;0;0;0;0;0
RC0G0134700;0;0;0;0;0;0
RC0G0134800;0;0;0;0;0;0
RC0G0134900;0;0;0;0;0;0
RC0G0135000;0;0;0;0;0;0
RC0G0135100;0;0;0;0;0;0
RC0G0135200;0;0;0;0;0;0
RC0G0135300;0;0;0;0;0;0
RC0G0135400;0;0;0;0;0;0
RC0G0135500;0;0;0;0;0;0
RC0G0135600;0;0;0;0;0;0
RC0G0135700;0;1;0;0;1;0
RC0G0135800;0;0;0;0;0;0
RC0G0135900;0;0;0;0;0;0
RC0G0136000;0;0;0;0;0;0
RC0G0136100;0;0;0;0;0;0
RC0G0136200;0;0;0;0;0;0
RC0G0136300;0;0;0;0;0;0
RC0G0136400;0;0;0;0;0;0
RC0G0136500;0;0;0;0;0;0
RC0G0136600;0;0;0;0;0;0
RC0G0136700;0;0;0;0;0;0
RC0G0136800;0;0;0;0;0;0
RC0G0136900;0;0;0;0;0;0
RC0G0137000;0;0;0;0;0;0
RC0G0137100;1;0;1;0;0;0
RC0G0137200;0;0;0;0;0;0
RC0G0137300;0;0;0;0;0;0
RC0G0137400;0;0;0;0;0;0
RC0G0137500;0;0;0;0;0;0
RC0G0137600;0;0;0;0;0;0
RC0G0137700;0;0;0;0;0;0
RC0G0137800;0;0;0;0;0;0
RC0G0137900;0;1;0;1;0;0
RC0G0138000;0;0;0;0;0;0
RC0G0138100;0;0;0;0;0;0
RC0G0138200;0;0;0;0;0;0
RC0G0138300;0;0;0;0;0;0
RC0G0138400;0;1;0;0;0;0
RC0G0138500;0;0;0;0;0;0
RC0G0138600;0;1;0;1;0;0
